5,5,1,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
5,5,1,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020
5,5,1,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030
5,5,1,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.040
5,5,1,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050
5,5,1,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060,0.060
5,5,1,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070,0.070
5,5,1,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080,0.080
5,5,1,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.090,0.090
5,5,1,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
5,5,1,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.110,0.110
5,5,1,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120,0.120
2,2,1,1.000,1.000,0.000,0.000

2,2,1,0.000,0.000,-1.000,-1.000
Conv_Forward
Images: 12
0 mseconds
6,6,2,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.020,0.020,0.020,0.020,0.010,0.010,0.020,0.020,0.020,0.020,0.010,0.010,0.020,0.020,0.020,0.020,0.010,0.010,0.020,0.020,0.020,0.020,0.010,0.010,0.020,0.020,0.020,0.020,0.010,-0.010,-0.020,-0.020,-0.020,-0.020,-0.010,-0.010,-0.020,-0.020,-0.020,-0.020,-0.010,-0.010,-0.020,-0.020,-0.020,-0.020,-0.010,-0.010,-0.020,-0.020,-0.020,-0.020,-0.010,-0.010,-0.020,-0.020,-0.020,-0.020,-0.010,0.000,0.000,0.000,0.000,0.000,0.000
6,6,2,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.040,0.040,0.040,0.040,0.020,0.020,0.040,0.040,0.040,0.040,0.020,0.020,0.040,0.040,0.040,0.040,0.020,0.020,0.040,0.040,0.040,0.040,0.020,0.020,0.040,0.040,0.040,0.040,0.020,-0.020,-0.040,-0.040,-0.040,-0.040,-0.020,-0.020,-0.040,-0.040,-0.040,-0.040,-0.020,-0.020,-0.040,-0.040,-0.040,-0.040,-0.020,-0.020,-0.040,-0.040,-0.040,-0.040,-0.020,-0.020,-0.040,-0.040,-0.040,-0.040,-0.020,0.000,0.000,0.000,0.000,0.000,0.000
6,6,2,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.060,0.060,0.060,0.060,0.030,0.030,0.060,0.060,0.060,0.060,0.030,0.030,0.060,0.060,0.060,0.060,0.030,0.030,0.060,0.060,0.060,0.060,0.030,0.030,0.060,0.060,0.060,0.060,0.030,-0.030,-0.060,-0.060,-0.060,-0.060,-0.030,-0.030,-0.060,-0.060,-0.060,-0.060,-0.030,-0.030,-0.060,-0.060,-0.060,-0.060,-0.030,-0.030,-0.060,-0.060,-0.060,-0.060,-0.030,-0.030,-0.060,-0.060,-0.060,-0.060,-0.030,0.000,0.000,0.000,0.000,0.000,0.000
6,6,2,0.000,0.000,0.000,0.000,0.000,0.000,0.040,0.080,0.080,0.080,0.080,0.040,0.040,0.080,0.080,0.080,0.080,0.040,0.040,0.080,0.080,0.080,0.080,0.040,0.040,0.080,0.080,0.080,0.080,0.040,0.040,0.080,0.080,0.080,0.080,0.040,-0.040,-0.080,-0.080,-0.080,-0.080,-0.040,-0.040,-0.080,-0.080,-0.080,-0.080,-0.040,-0.040,-0.080,-0.080,-0.080,-0.080,-0.040,-0.040,-0.080,-0.080,-0.080,-0.080,-0.040,-0.040,-0.080,-0.080,-0.080,-0.080,-0.040,0.000,0.000,0.000,0.000,0.000,0.000
6,6,2,0.000,0.000,0.000,0.000,0.000,0.000,0.050,0.100,0.100,0.100,0.100,0.050,0.050,0.100,0.100,0.100,0.100,0.050,0.050,0.100,0.100,0.100,0.100,0.050,0.050,0.100,0.100,0.100,0.100,0.050,0.050,0.100,0.100,0.100,0.100,0.050,-0.050,-0.100,-0.100,-0.100,-0.100,-0.050,-0.050,-0.100,-0.100,-0.100,-0.100,-0.050,-0.050,-0.100,-0.100,-0.100,-0.100,-0.050,-0.050,-0.100,-0.100,-0.100,-0.100,-0.050,-0.050,-0.100,-0.100,-0.100,-0.100,-0.050,0.000,0.000,0.000,0.000,0.000,0.000
6,6,2,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.120,0.120,0.120,0.120,0.060,0.060,0.120,0.120,0.120,0.120,0.060,0.060,0.120,0.120,0.120,0.120,0.060,0.060,0.120,0.120,0.120,0.120,0.060,0.060,0.120,0.120,0.120,0.120,0.060,-0.060,-0.120,-0.120,-0.120,-0.120,-0.060,-0.060,-0.120,-0.120,-0.120,-0.120,-0.060,-0.060,-0.120,-0.120,-0.120,-0.120,-0.060,-0.060,-0.120,-0.120,-0.120,-0.120,-0.060,-0.060,-0.120,-0.120,-0.120,-0.120,-0.060,0.000,0.000,0.000,0.000,0.000,0.000
6,6,2,0.000,0.000,0.000,0.000,0.000,0.000,0.070,0.140,0.140,0.140,0.140,0.070,0.070,0.140,0.140,0.140,0.140,0.070,0.070,0.140,0.140,0.140,0.140,0.070,0.070,0.140,0.140,0.140,0.140,0.070,0.070,0.140,0.140,0.140,0.140,0.070,-0.070,-0.140,-0.140,-0.140,-0.140,-0.070,-0.070,-0.140,-0.140,-0.140,-0.140,-0.070,-0.070,-0.140,-0.140,-0.140,-0.140,-0.070,-0.070,-0.140,-0.140,-0.140,-0.140,-0.070,-0.070,-0.140,-0.140,-0.140,-0.140,-0.070,0.000,0.000,0.000,0.000,0.000,0.000
6,6,2,0.000,0.000,0.000,0.000,0.000,0.000,0.080,0.160,0.160,0.160,0.160,0.080,0.080,0.160,0.160,0.160,0.160,0.080,0.080,0.160,0.160,0.160,0.160,0.080,0.080,0.160,0.160,0.160,0.160,0.080,0.080,0.160,0.160,0.160,0.160,0.080,-0.080,-0.160,-0.160,-0.160,-0.160,-0.080,-0.080,-0.160,-0.160,-0.160,-0.160,-0.080,-0.080,-0.160,-0.160,-0.160,-0.160,-0.080,-0.080,-0.160,-0.160,-0.160,-0.160,-0.080,-0.080,-0.160,-0.160,-0.160,-0.160,-0.080,0.000,0.000,0.000,0.000,0.000,0.000
6,6,2,0.000,0.000,0.000,0.000,0.000,0.000,0.090,0.180,0.180,0.180,0.180,0.090,0.090,0.180,0.180,0.180,0.180,0.090,0.090,0.180,0.180,0.180,0.180,0.090,0.090,0.180,0.180,0.180,0.180,0.090,0.090,0.180,0.180,0.180,0.180,0.090,-0.090,-0.180,-0.180,-0.180,-0.180,-0.090,-0.090,-0.180,-0.180,-0.180,-0.180,-0.090,-0.090,-0.180,-0.180,-0.180,-0.180,-0.090,-0.090,-0.180,-0.180,-0.180,-0.180,-0.090,-0.090,-0.180,-0.180,-0.180,-0.180,-0.090,0.000,0.000,0.000,0.000,0.000,0.000
6,6,2,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.200,0.200,0.200,0.200,0.100,0.100,0.200,0.200,0.200,0.200,0.100,0.100,0.200,0.200,0.200,0.200,0.100,0.100,0.200,0.200,0.200,0.200,0.100,0.100,0.200,0.200,0.200,0.200,0.100,-0.100,-0.200,-0.200,-0.200,-0.200,-0.100,-0.100,-0.200,-0.200,-0.200,-0.200,-0.100,-0.100,-0.200,-0.200,-0.200,-0.200,-0.100,-0.100,-0.200,-0.200,-0.200,-0.200,-0.100,-0.100,-0.200,-0.200,-0.200,-0.200,-0.100,0.000,0.000,0.000,0.000,0.000,0.000
